name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Forward Wellness,Marriage or relationship counselor,"1041 E Yorba Linda Blvd #202, Placentia, CA 92870",http://www.forwardwellness.org/,(800) 701-0937,"{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–7 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""9 AM–7 PM"",""Wednesday"":""9 AM–7 PM""}",Closed ⋅ Opens 9 AM,3.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPRr8SwHF9BXQkMwSSk4r4KNcxdXOqzhKA0ZIAH=w80-h106-k-no,https://www.google.com/maps/place/Forward%20Wellness/data=!4m7!3m6!1s0x80dcd5fa547cd2dd:0xf435b2b9417be5ff!8m2!3d33.8889667!4d-117.84500829999999!16s/g/11f9xhbqlf!19sChIJ3dJ8VPrV3IAR_-V7QbmyNfQ?authuser=0&hl=en&rclk=1,US
Raymond James Financial Services,Investment service,"484 Mulberry St #290, Macon, GA 31201",http://www.raymondjames.com/,(478) 743-6556,,,1.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JyiOtg_B7ga6t2Lr7nONIg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=221.58076&pitch=0&thumbfov=100,https://www.google.com/maps/place/Raymond%20James%20Financial%20Services/data=!4m7!3m6!1s0x88f3fe7ae9d00729:0x6d4cd72e8c7ca169!8m2!3d32.8363231!4d-83.6259879!16s/g/1wfcpzw_!19sChIJKQfQ6Xr-84gRaaF8jC7XTG0?authuser=0&hl=en&rclk=1,US
Carpetright,Bed shop,"Wellington Retail Park, Hambledon Rd, Waterlooville PO7 7FG, United Kingdom",https://www.carpetright.co.uk/store/waterlooville?&utm_source=gmb&utm_medium=organic,+44 23 9387 1747,"{""Friday"":""9:30 AM–6 PM"",""Monday"":""9:30 AM–6 PM"",""Saturday"":""9 AM–6 PM"",""Sunday"":""10 AM–4 PM"",""Thursday"":""9:30 AM–6 PM"",""Tuesday"":""9:30 AM–8 PM"",""Wednesday"":""9:30 AM–6 PM""}",Open ⋅ Closes 6 PM,35.0,4.2,https://lh5.googleusercontent.com/p/AF1QipPLumw-xdtsPPhYWvbPtxXz8xT-IEQIp4gG58Tz=w122-h92-k-no,https://www.google.com/maps/place/Carpetright/data=!4m7!3m6!1s0x48744377c22316f3:0xdb2a501ff7e34d83!8m2!3d50.881864099999994!4d-1.0334731!16s/g/1tdqb0wm!19sChIJ8xYjwndDdEgRg03j9x9QKts?authuser=0&hl=en&rclk=1,GB
The National Concierge - Reviews and Listing website,Entertainment agency,"9074 Centerway Rd, Gaithersburg, MD 20879",https://thenationalconcierge.business.site/?utm_source=gmb&utm_medium=referral,(202) 495-1014,"{""Friday"":""Closed"",""Monday"":""12–1 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""Closed"",""Tuesday"":""12–1 PM"",""Wednesday"":""Closed""}",Closed ⋅ Opens 12 PM Mon,2.0,3.0,https://lh5.googleusercontent.com/p/AF1QipOhOT43X2ktVrEOGfMuB4hMZsh8_XNqCfg79GJ7=w92-h92-k-no,https://www.google.com/maps/place/The%20National%20Concierge%20-%20Reviews%20and%20Listing%20website/data=!4m7!3m6!1s0x89b7d349e1f1f5f7:0x337a76c753479c58!8m2!3d39.1693986!4d-77.1876989!16s/g/1hm2f_5_n!19sChIJ9_Xx4UnTt4kRWJxHU8d2ejM?authuser=0&hl=en&rclk=1,US
Redbox,DVD store,"4075 American Way, Memphis, TN 38118",http://www.redbox.com/locations/tennessee/memphis/38118/39452,(866) 733-2693,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Permanently closed,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xn7GTgxL3AXqau9wBESNpw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=164.21515&pitch=0&thumbfov=100,https://www.google.com/maps/place/Redbox/data=!4m7!3m6!1s0x887f86792378f817:0x40b68709cd02ffae!8m2!3d35.0749408!4d-89.9272151!16s/g/1tslkh2x!19sChIJF_h4I3mGf4gRrv8CzQmHtkA?authuser=0&hl=en&rclk=1,US
Hometown barbers,Barber shop,"76 Tynemouth Rd, Wallsend NE28 0LQ",https://hometownbarbers.business.site/?utm_source=gmb&utm_medium=referral,07921 779499,"{""Friday"":""9 am–6 pm"",""Monday"":""Closed"",""Saturday"":""9 am–4 pm"",""Sunday"":""Closed"",""Thursday"":""9 am–6 pm"",""Tuesday"":""9 am–5 pm"",""Wednesday"":""9 am–5 pm""}",Closed ⋅ Opens 9 am Tue,10.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNHfqL6yiuNx9UcJOCMtaOwkZ7BzbJRtPf5ZRXy=w240-h92-k-no,https://www.google.com/maps/place/Hometown%20barbers/data=!4m7!3m6!1s0x487e6f37c7a1543d:0xacb5ce10350af8a3!8m2!3d54.997405199999996!4d-1.4974257!16s/g/11jkv1q_cc!19sChIJPVShxzdvfkgRo_gKNRDOtaw?authuser=0&hl=en&rclk=1,GB
Engineered Machining Solutions,Aerospace company,"200 Grove St, Orange, CA 92865",http://www.ems-mfg.com/,(714) 288-0608,,,6.0,4.3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FLtGA2mGycC--KG5tsG8dA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=227.09799&pitch=0&thumbfov=100,https://www.google.com/maps/place/Engineered%20Machining%20Solutions/data=!4m7!3m6!1s0x80dcd77694ddac4f:0xd3cc4e99a5f450ba!8m2!3d33.8206825!4d-117.85456839999999!16s/g/11bwp1w7d6!19sChIJT6zdlHbX3IARulD0pZlOzNM?authuser=0&hl=en&rclk=1,US
Governors Club Realty,Real estate consultant,"10100 Governors Dr, Chapel Hill, NC 27517",http://www.governorsclub.com/,(919) 968-8500,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""12–5 PM"",""Sunday"":""12–5 PM"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 12 PM,19.0,4.7,https://lh5.googleusercontent.com/p/AF1QipNbKJnlU5gqxO1MtTbyrAzuvXZ28_rZQYG-DuZS=w194-h92-k-no,https://www.google.com/maps/place/Governors%20Club%20Realty/data=!4m7!3m6!1s0x89acc205010c16ed:0xf92953ad1f29cd17!8m2!3d35.8544471!4d-79.02768189999999!16s/g/1tk23t91!19sChIJ7RYMAQXCrIkRF80pH61TKfk?authuser=0&hl=en&rclk=1,US
George & Dragon,Fish and seafood restaurant,"41 Boxworth Rd, Elsworth, Cambridge CB23 4JQ",http://www.georgeanddragon-elsworth.co.uk/,01954 267236,"{""Friday"":""11:30 am–3 pm"",""Monday"":""Closed"",""Saturday"":""11:30 am–3 pm"",""Sunday"":""11:30 am–5 pm"",""Thursday"":""11:30 am–3 pm"",""Tuesday"":""11:30 am–3 pm"",""Wednesday"":""11:30 am–3 pm""}",Closed ⋅ Opens 11:30 am,332.0,4.5,https://lh5.googleusercontent.com/p/AF1QipOpzdrGLo5lq6BeFUaqp6kVFWazmrn7mnKlqRvE=w80-h142-k-no,https://www.google.com/maps/place/George%20&%20Dragon/data=!4m7!3m6!1s0x4877d93e36162121:0x84ac450feb0209f0!8m2!3d52.2563221!4d-0.0688935!16s/g/1tfrw_nv!19sChIJISEWNj7Zd0gR8AkC6w9FrIQ?authuser=0&hl=en&rclk=1,GB
Sapp's Fitness Garage,Gym,"2691 Pelham Pkwy STE E, Pelham, AL 35124",sappsfitnessgarage.com,+12056243775,"""{\""Friday\"":\""Open 24 hours\"",\""Monday\"":\""Open 24 hours\"",\""Saturday\"":\""Open 24 hours\"",\""Sunday\"":\""Open 24 hours\"",\""Thursday\"":\""Open 24 hours\"",\""Tuesday\"":\""Open 24 hours\"",\""Wednesday\"":\""Open 24 hours\""}""",,19.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMmkf2Bh6aByxJIMBjJXp0EzCp8fUTacbanqksC=w408-h306-k-no,https://www.google.com/maps/place/Sapp's+Fitness+Garage/data=!4m6!3m5!1s0x8889234b80caaa81:0x3a3bdcabe80d9761!8m2!3d33.3148708!4d-86.7992448!16s%2Fg%2F11h4f6v_v5?hl=en,US
Fresenius Kabi,Corporate office,"20 Dan Rd #1, Canton, MA 02021",https://www.fresenius-kabi.com/,(781) 298-7577,,,5.0,4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V6KjbGuePVpkEQc4rvgc_g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.6696&pitch=0&thumbfov=100,https://www.google.com/maps/place/Fresenius%20Kabi/data=!4m7!3m6!1s0x89e4816fa747016b:0x68392bffb6be6295!8m2!3d42.1596336!4d-71.1112833!16s/g/11hcjtzh94!19sChIJawFHp2-B5IkRlWK-tv8rOWg?authuser=0&hl=en&rclk=1,US
"Cynthia M. Thorp, PsyD",Psychologist,"1462 U.S. Hwy 395 N, Gardnerville, NV 89410",http://www.drcynthiathorp.com/,(775) 790-7771,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}",Closed ⋅ Opens 9 AM,3.0,2.3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mg1eM5eFJgeE9C73WYZXpA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=219.69847&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Cynthia%20M.%20Thorp,%20PsyD/data=!4m7!3m6!1s0x8099bdd0e0179491:0x885f3212bc0cd433!8m2!3d38.9426005!4d-119.7512204!16s/g/11bx9xg8qf!19sChIJkZQX4NC9mYARM9QMvBIyX4g?authuser=0&hl=en&rclk=1",US
Terre Haute Sporting Clays,Sporting goods store,"1041 W Sandford Ave, West Terre Haute, IN 47885",,(812) 535-3787,"{""Friday"":""9 AM–6 PM"",""Monday"":""Closed"",""Saturday"":""9 AM–6 PM"",""Sunday"":""9 AM–6 PM"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Open ⋅ Closes 6 PM,30.0,4.3,https://lh5.googleusercontent.com/p/AF1QipNGjyafutdV-xAPAS-QVxfYcQP4AmJPpUAl8GT6=w163-h92-k-no,https://www.google.com/maps/place/Terre%20Haute%20Sporting%20Clays/data=!4m7!3m6!1s0x886d6420a53bcd75:0xdf75d579a54d8d93!8m2!3d39.5414697!4d-87.4348132!16s/g/1vxvjlw8!19sChIJdc07pSBkbYgRk41NpXnVdd8?authuser=0&hl=en&rclk=1,US
Brazil Body Wax,Hair removal service,"12195 Hwy 92 #100, Woodstock, GA 30188",http://brazilbodywax.com/,(770) 672-7820,"{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""10 AM–5 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}",Open ⋅ Closes 7 PM,103.0,4.8,https://lh5.googleusercontent.com/p/AF1QipN7qbDZlDUx-PKtqp92UXeFSsBJb2Txw0tIa3t1=w80-h106-k-no,https://www.google.com/maps/place/Brazil%20Body%20Wax/data=!4m7!3m6!1s0x88f56c4c5f74e5e1:0x495bfecf4c6c7bce!8m2!3d34.089501999999996!4d-84.4834109!16s/g/11bv5tndb2!19sChIJ4eV0X0xs9YgRzntsTM_-W0k?authuser=0&hl=en&rclk=1,US
Hörger Biohotel Tafernwirtschaft,Restaurant,"Hohenbercha 38, 85402 Kranzberg, Germany",http://www.hoerger-biohotel.de/,+498166990980,"{""Friday"":""11:30 AM–12 AM"",""Monday"":""11:30 AM–12 AM"",""Saturday"":""11:30 AM–12 AM"",""Sunday"":""11:30 AM–12 AM"",""Thursday"":""11:30 AM–12 AM"",""Tuesday"":""11:30 AM–12 AM"",""Wednesday"":""11:30 AM–12 AM""}",Closed ⋅ Opens 11:30 AM,1021.0,4.7,https://lh5.googleusercontent.com/p/AF1QipNTFsPcGNwPc93MdF7n8zbDdMmKcXckE_TdVs5G=w122-h92-k-no,https://www.google.com/maps/place/H%C3%B6rger%20Biohotel%20Tafernwirtschaft/data=!4m7!3m6!1s0x479e68b87e6405bd:0xaf760a4c5fb459e5!8m2!3d48.3895232!4d11.5731645!16s%2Fg%2F11b7y74tfp!19sChIJvQVkfrhonkcR5Vm0X0wKdq8?authuser=0&hl=en&rclk=1,DE
The Blind Pig,Bar,"3325 Center Point Rd NE, Cedar Rapids, IA 52402",https://blindpigcr.com/,(319) 200-4127,"{""Friday"":""11 AM–2 AM"",""Monday"":""11 AM–12 AM"",""Saturday"":""11 AM–12 AM"",""Sunday"":""11 AM–12 AM"",""Thursday"":""11 AM–12 AM"",""Tuesday"":""11 AM–12 AM"",""Wednesday"":""11 AM–12 AM""}",Open ⋅ Closes 12 AM,1181.0,4.5,https://lh5.googleusercontent.com/p/AF1QipPDv7KaPfCOAoVCrAWvyjDydbDiGnAqLREo2C69=w122-h92-k-no,https://www.google.com/maps/place/The%20Blind%20Pig/data=!4m7!3m6!1s0x87e4f090d2def5f9:0xd97cc80b1e10b613!8m2!3d42.011542999999996!4d-91.6641399!16s/g/11b6g8fgmz!19sChIJ-fXe0pDw5IcRE7YQHgvIfNk?authuser=0&hl=en&rclk=1,US
Postville Courthouse State Historic Site,Museum,"914 5th St, Lincoln, IL 62656",https://dnrhistoric.illinois.gov/experience/sites/site.postville-courthouse.html,(217) 732-8930,"{""Friday"":""12–4 PM"",""Monday"":""Closed"",""Saturday"":""12–4 PM"",""Sunday"":""Closed"",""Thursday"":""12–4 PM"",""Tuesday"":""12–4 PM"",""Wednesday"":""Closed""}",Closed ⋅ Opens 12 PM Tue,50.0,4.3,https://lh5.googleusercontent.com/p/AF1QipOwsiuLj2fyfymzjb_piXsl7RCJaEwZLi__d5pr=w122-h92-k-no,https://www.google.com/maps/place/Postville%20Courthouse%20State%20Historic%20Site/data=!4m7!3m6!1s0x880b27e09b10f9bf:0x2d4265de5bf6c656!8m2!3d40.1472765!4d-89.3804704!16s/m/0c7tg_!19sChIJv_kQm-AnC4gRVsb2W95lQi0?authuser=0&hl=en&rclk=1,US
Golden Corral Buffet & Grill,Buffet restaurant,"2605 E Gulf to Lake Hwy, Inverness, FL 34453",goldencorral.com,+13526373310,"""{\""Friday\"":\""10AM to 10PM\"",\""Monday\"":\""10AM to 9PM\"",\""Saturday\"":\""7:30AM to 10PM\"",\""Sunday\"":\""7:30AM to 9PM\"",\""Thursday\"":\""10AM to 9PM\"",\""Tuesday\"":\""10AM to 9PM\"",\""Wednesday\"":\""10AM to 9PM\""}""",,0.0,3.9,https://lh5.googleusercontent.com/p/AF1QipP8EKdYQ7qJVBSzzoqzt5eYT4xWuHA7c_-FUsO1=w408-h306-k-no,https://www.google.com/maps/place/Golden+Corral+Buffet+%26+Grill/data=!4m6!3m5!1s0x88e86d6076b73bfd:0x843cf647c216dac6!8m2!3d28.854857!4d-82.3913399!16s%2Fg%2F1tvgw4zw?hl=en,US
Spa Arabella,Beauty salon,"2909 Division Street # A, Metairie, LA 70002",https://spa-arabella.business.site/?utm_source=gmb&utm_medium=referral,(985) 249-8827,"{""Friday"":""7 AM–6 PM"",""Monday"":""7 AM–8 PM"",""Saturday"":""8 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""7 AM–8 PM"",""Tuesday"":""7 AM–8 PM"",""Wednesday"":""7 AM–8 PM""}",Open ⋅ Closes 8 PM,4.0,5.0,https://lh5.googleusercontent.com/p/AF1QipN0ry4ejfMDsMa1-w-EgsnZxkfFMh--lKgc7MbY=w119-h92-k-no,https://www.google.com/maps/place/Spa%20Arabella/data=!4m7!3m6!1s0x8620b10bf4a32ba5:0xeee65c5483d62c58!8m2!3d30.000529099999998!4d-90.1642109!16s/g/11nxr7d_7j!19sChIJpSuj9AuxIIYRWCzWg1Rc5u4?authuser=0&hl=en&rclk=1,US
Lakme Salon Kempapura Hebbal,Foot massage parlor,"1st Floor, 1st Main Rd, Pampa Extension, Hebbal Kempapura, Bengaluru, Karnataka 560024, India",https://www.lakmesalon.in/,+91 80 4218 1421,"{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""10 AM–8 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}",Closed ⋅ Opens 10 AM Sat,1421.0,4.9,https://lh5.googleusercontent.com/p/AF1QipML1vZ-ZGTCnbyW1xinylg0_oKK5sHs1c8cOY2v=w137-h92-k-no,https://www.google.com/maps/place/Lakme%20Salon%20Kempapura%20Hebbal/data=!4m7!3m6!1s0x3bae178b28486191:0x3bf58569ce281d11!8m2!3d13.050201999999999!4d77.5974444!16s/g/11f7sj0719!19sChIJkWFIKIsXrjsRER0ozmmF9Ts?authuser=0&hl=en&rclk=1,IN
Papa Johns Pizza,Pizza restaurant,"2089 B, N Highland Ave, Jackson, TN 38305",https://locations.papajohns.com/united-states/tn/38305/jackson/2089-n-highland-ave?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTI3MDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(731) 664-9993,"{""Friday"":""10:30 AM–10:30 PM"",""Monday"":""10:30 AM–10 PM"",""Saturday"":""10:30 AM–10:30 PM"",""Sunday"":""10:30 AM–10 PM"",""Thursday"":""10:30 AM–10 PM"",""Tuesday"":""10:30 AM–10 PM"",""Wednesday"":""10:30 AM–10 PM""}",Opens soon ⋅ 10:30 AM,187.0,3.7,https://lh5.googleusercontent.com/p/AF1QipPU4p-iz_5YFaX5UbgDholcca3_JMaoCtnUHy6m=w163-h92-k-no,https://www.google.com/maps/place/Papa%20Johns%20Pizza/data=!4m7!3m6!1s0x887ea6d82c6f381b:0xcfd2edb4714dc450!8m2!3d35.6589787!4d-88.8286375!16s/g/1tf82c39!19sChIJGzhvLNimfogRUMRNcbTt0s8?authuser=0&hl=en&rclk=1,US
"Zeferino Arroyo, MD",Surgeon,"311 E Spruce St, Garden City, KS 67846",https://www.centura.org/provider-search/zeferino-arroyo-md,(620) 275-3740,,,6.0,4.3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XtUXYn-ozAPqEPh4tj2yLA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=73.15186&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Zeferino%20Arroyo,%20MD/data=!4m7!3m6!1s0x8709ee17bff099f7:0x8a06aa0e2e732d6d!8m2!3d37.969325!4d-100.8693097!16s/g/1tdk5mrr!19sChIJ95nwvxfuCYcRbS1zLg6qBoo?authuser=0&hl=en&rclk=1",US
The Church of Jesus Christ of Latter-day Saints,Church of Jesus Christ of Latter-day Saints,"6000 Kachina St NW, Albuquerque, NM 87120",https://local.churchofjesuschrist.org/en/us/nm/albuquerque/6000-kachina-street-northwest?utm_source=gmb&utm_medium=yext&y_source=1_NjcwOTQ5NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(505) 899-2837,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""9 AM–6 PM"",""Sunday"":""9 AM–6 PM"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}",Open ⋅ Closes 6 PM,35.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMsBrvB56ghUKxyKpQ4umTjbOrqslqpH5cruZmU=w122-h92-k-no,https://www.google.com/maps/place/The%20Church%20of%20Jesus%20Christ%20of%20Latter-day%20Saints/data=!4m7!3m6!1s0x8722726b644f3efd:0xefce40df5ab6e126!8m2!3d35.1550911!4d-106.70647969999999!16s/g/1tddy6wv!19sChIJ_T5PZGtyIocRJuG2Wt9Azu8?authuser=0&hl=en&rclk=1,US
Tere's Fashion,Women's clothing store,"620 W La Palma Ave, Anaheim, CA 92801",,(714) 520-3167,"{""Friday"":""8 AM–8 PM"",""Monday"":""12 AM–8 PM"",""Saturday"":""8 AM–8 PM"",""Sunday"":""8 PM–12 AM"",""Thursday"":""8 AM–8 PM"",""Tuesday"":""8 AM–8 PM"",""Wednesday"":""8 AM–8 PM""}",Open ⋅ Closes 8 PM,13.0,4.9,https://lh5.googleusercontent.com/p/AF1QipO2lF9XsyxD5DMeFlWSWQsxXje1XOrAV6FxllAg=w122-h92-k-no,https://www.google.com/maps/place/Tere's%20Fashion/data=!4m7!3m6!1s0x80dd29e2940f86df:0xeea6a1067875f03f!8m2!3d33.8469847!4d-117.9263493!16s/g/1vg4k2rc!19sChIJ34YPlOIp3YARP_B1eAahpu4?authuser=0&hl=en&rclk=1,US
Paramount Landscape,Landscaper,"402 W Orion St, Tempe, AZ 85283",http://paramountlandscape.com/,(480) 668-6109,,,3.0,2.3,https://lh5.googleusercontent.com/p/AF1QipMYXNhvrcEmBrOMc_Am5NdyDOLupNVU3BbUABgS=w80-h142-k-no,https://www.google.com/maps/place/Paramount%20Landscape/data=!4m7!3m6!1s0x872b060c30c75f39:0xd7c89f2bd7b43e02!8m2!3d33.3657521!4d-111.9440722!16s/g/1tcxdnw4!19sChIJOV_HMAwGK4cRAj601yufyNc?authuser=0&hl=en&rclk=1,US
Jaymes Willoughby Team,Real estate agency,"5924 S Congress Ave #22-S, Austin, TX 78745",https://www.jwteam.com/,(512) 306-2922,"{""Friday"":""6 AM–10 PM"",""Monday"":""6 AM–10 PM"",""Saturday"":""6 AM–10 PM"",""Sunday"":""6 AM–10 PM"",""Thursday"":""6 AM–10 PM"",""Tuesday"":""6 AM–10 PM"",""Wednesday"":""6 AM–10 PM""}",Open ⋅ Closes 10 PM,150.0,4.9,https://lh5.googleusercontent.com/p/AF1QipNJ7oHTa1sVeIsJCjO2kfVeVAzmfs4RROFAI4Mr=w138-h92-k-no,https://www.google.com/maps/place/Jaymes%20Willoughby%20Team/data=!4m7!3m6!1s0x865b4acdec0a9b9d:0xaef6d758521663e!8m2!3d30.201193099999998!4d-97.7762657!16s/g/1hc1_khj0!19sChIJnZsK7M1KW4YRPmYhhXVt7wo?authuser=0&hl=en&rclk=1,US
Menkind,Toy Shop,"55 Churchill Square, Brighton, Brighton and Hove, Brighton BN1 2RG",https://www.menkind.co.uk/,01273 281663,"{""Friday"":""9 am–6 pm"",""Monday"":""9 am–6 pm"",""Saturday"":""9 am–6 pm"",""Sunday"":""11 am–5 pm"",""Thursday"":""9 am–6 pm"",""Tuesday"":""9 am–6 pm"",""Wednesday"":""9 am–6 pm""}",Open ⋅ Closes 5 pm,172.0,4.0,https://lh5.googleusercontent.com/p/AF1QipPNN0LIsgNyFdynnRayay4onm910Ab1mvEFDqa4=w127-h92-k-no,https://www.google.com/maps/place/Menkind/data=!4m7!3m6!1s0x4875850cf8a8c549:0xcbe420192acbcd88!8m2!3d50.822172699999996!4d-0.1458632!16s/g/1pp2vk20h!19sChIJScWo-AyFdUgRiM3LKhkg5Ms?authuser=0&hl=en&rclk=1,GB
Sartini Srl Impresa Costruzioni - Senigallia,Building firm,"Via Giuseppe Garibaldi, 22, 60019 Marzocca AN, Italy",https://www.sartinicostruzioni.it/,+39 071 69071,"{""Friday"":""8:30 AM–12:30 PM"",""Monday"":""8:30 AM–12:30 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–12 PM"",""Tuesday"":""9 AM–12 PM"",""Wednesday"":""8:30 AM–12:30 PM""}",Closed ⋅ Opens 9 AM Thu,12.0,4.2,https://lh5.googleusercontent.com/p/AF1QipNmXBBMGjvOwTpDItPH31gpOxRWEQOsP1YN-Mzz=w163-h92-k-no,https://www.google.com/maps/place/Sartini%20Srl%20Impresa%20Costruzioni%20-%20Senigallia/data=!4m7!3m6!1s0x132d7694ff0fcd13:0xf6398300c7cd5f33!8m2!3d43.6765599!4d13.286589099999999!16s/g/1vmvyl95!19sChIJE80P_5R2LRMRM1_NxwCDOfY?authuser=0&hl=en&rclk=1,IT
טיפולי מגע בפנים ובראש,Alternative medicine practitioner,"ha haliyya, Be'er Sheva, Israel",https://www.facebook.com/Ella.harmonylife/,+972 52-218-9460,"{""Friday"":""8 AM–4 PM"",""Monday"":""8 AM–10 PM"",""Saturday"":""Closed"",""Sunday"":""8 AM–10 PM"",""Thursday"":""8 AM–10 PM"",""Tuesday"":""8 AM–10 PM"",""Wednesday"":""8 AM–10 PM""}",Open ⋅ Closes 10 PM,2.0,5.0,https://lh5.googleusercontent.com/p/AF1QipN5S8D5FKh1YwojpjfHlgRe9BU2JHj2InLtTaX2=w80-h106-k-no,https://www.google.com/maps/place/%D7%98%D7%99%D7%A4%D7%95%D7%9C%D7%99%20%D7%9E%D7%92%D7%A2%20%D7%91%D7%A4%D7%A0%D7%99%D7%9D%20%D7%95%D7%91%D7%A8%D7%90%D7%A9/data=!4m7!3m6!1s0x15028796cd9167cd:0xa070cb647d7dc808!8m2!3d31.257723499999997!4d34.786923!16s/g/11t5q44v34!19sChIJzWeRzZaHAhURCMh9fWTLcKA?authuser=0&hl=en&rclk=1,IL
Murphy Tractor & Equipment Co,Construction equipment supplier,"1410 W Oklahoma Ave, Ulysses, KS 67880",murphytractor.com,+16203561071,"""{\""Friday\"":\""7:30AM to 5:30PM\"",\""Monday\"":\""7:30AM to 5:30PM\"",\""Saturday\"":\""Closed\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""7:30AM to 5:30PM\"",\""Tuesday\"":\""7:30AM to 5:30PM\"",\""Wednesday\"":\""7:30AM to 5:30PM\""}""",,4.0,3.5,https://lh5.googleusercontent.com/p/AF1QipOJt6cNlSOXLt8SRVx10_S-Fhql2y5sOOZHDHVb=w426-h240-k-no,"https://www.google.com/maps/place/Murphy+Tractor+%26+Equipment+Co/@37.57711,-101.3786887,17z/data=!3m1!4b1!4m5!3m4!1s0x870907c78fd4f017:0xa901efa8ce3ecf31!8m2!3d37.5770858!4d-101.3764961",US
"Sarah Hassan, MD",Internist,"24411 Health Center Dr Ste 320, Laguna Hills, CA 92653",https://www.memorialcare.org/providers/sarah-z-hassan,(877) 696-3622,"{""Friday"":""8:30 AM–5 PM"",""Monday"":""8:30 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–5 PM"",""Tuesday"":""8:30 AM–5 PM"",""Wednesday"":""8:30 AM–5 PM""}",Opens soon ⋅ 8:30 AM,61.0,4.9,https://lh5.googleusercontent.com/p/AF1QipOZst55RmxzUVoM3lMpZJXmxvdCs80PGKCLy7c=w80-h106-k-no,"https://www.google.com/maps/place/Sarah%20Hassan,%20MD/data=!4m7!3m6!1s0x80dce909ff528669:0xcd77f212bad0356b!8m2!3d33.6097424!4d-117.7092291!16s/g/11ngsvghfw!19sChIJaYZS_wnp3IARazXQuhLyd80?authuser=0&hl=en&rclk=1",US
